Ticker,Name,EPS:2015:Q1,EPS:2015:Q2,EPS:2015:Q3,EPS:2015:Q4,EPS:2016:Q1,EPS:2016:Q2,EPS:2016:Q3,EPS:2016:Q4,EPS:2017:Q1,EPS:2017:Q2,EPS:2017:Q3,EPS:2017:Q4,EPS:2018:Q1,EPS:2018:Q2,EPS:2018:Q3,EPS:2018:Q4,P/E:2015:Q1,P/E:2015:Q2,P/E:2015:Q3,P/E:2015:Q4,P/E:2016:Q1,P/E:2016:Q2,P/E:2016:Q3,P/E:2016:Q4,P/E:2017:Q1,P/E:2017:Q2,P/E:2017:Q3,P/E:2017:Q4,P/E:2018:Q1,P/E:2018:Q2,P/E:2018:Q3,P/E:2018:Q4,ROIC:2015:Q1,ROIC:2015:Q2,ROIC:2015:Q3,ROIC:2015:Q4,ROIC:2016:Q1,ROIC:2016:Q2,ROIC:2016:Q3,ROIC:2016:Q4,ROIC:2017:Q1,ROIC:2017:Q2,ROIC:2017:Q3,ROIC:2017:Q4,ROIC:2018:Q1,ROIC:2018:Q2,ROIC:2018:Q3,ROIC:2018:Q4,ROE:2015:Q1,ROE:2015:Q2,ROE:2015:Q3,ROE:2015:Q4,ROE:2016:Q1,ROE:2016:Q2,ROE:2016:Q3,ROE:2016:Q4,ROE:2017:Q1,ROE:2017:Q2,ROE:2017:Q3,ROE:2017:Q4,ROE:2018:Q1,ROE:2018:Q2,ROE:2018:Q3,ROE:2018:Q4,FCF:2015,FCF:2016,FCF:2017,FCF:2018,GICS Sector,GICS Ind,GICS Ind Grp,Total Liab To Total Liab & Equity:2015,Total Liab To Total Liab & Equity:2016,Total Liab To Total Liab & Equity:2017,Total Liab To Total Liab & Equity:2018,Market Cap:2015,Market Cap:2016,Market Cap:2017,Market Cap:2018
MELR US Equity,MELROSE BANCORP INC,0.06,0.06,0.08,0.0593,0.08,0.11,0.16,0.2415,0.22,0.18,0.27,0.0953,0.2,0.16,0.19,0.1986, ,623.4767,310.9233,41.1535,38.3344,44.2973,34.6454,30.3547,23.0398,22.3375,21.825,26.1389,27.5114,27.0977,31.0954,24.3865,-0.5093,-0.6552,-0.4226,1.5567,1.7913,2.3047,2.7236,3.4598,3.8532,3.7161,3.7573,3.1876,2.9045,2.6143,2.47,2.541,-0.5448,-0.6986,-0.5597,1.446,1.5513,1.8589,2.2583, , , , , ,3.9894,3.8558,3.3998,3.9243,-41801000,-4923000,-14941000,-11893000,35,352020,3520,9.1947,325.9197,6.8926,14.8831,197047088,385581.9688,28868280,15075429
EWLU US Equity,MERION INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-183.4637,-271.9652, , , , ,-2621830,-2008400, , , , , ,143.6798,1864.4453, , ,44682032,14599125, , 
MRUS US Equity,MERUS NV, , , , , , , , ,-1.15, , , , ,-0.2,-0.47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
MGP US Equity,MGM GROWTH PROPERTIES LLC-A, , , , , ,0.12,0.18,0.22,0.2,0.19,0.18,0.12,0.22,0.19,0.27,0.26, , , , , , , , ,33.1121,33.2869,39.2338,42.8676,37.9143,43.5143,37.3291,28.3978, , , , , , , , , ,4.127,3.74,3.553,3.7588,3.889,4.0076,4.4308, , , , , , , , , , , , ,3.1487,3.3455,3.5658,4.2039,-49002000,-38658000,-36359000,30183000,45,451030,4510,69.7215,116.5218,70.5961,79.5748, , ,3285252864,8451031552
MIK US Equity,MICHAELS COS INC/THE,0.26,-0.26,0.31,0.77,0.32,0.17,0.37,0.88,0.34,0.17,0.37,0.96,0.38,0.19,0.44,1.12, , , ,19.111,18.5666,15.6308,13.9507,12.3384,15.7318,14.7205,12.6914,10.2688,12.1587,10.2564,10.1233,11.8479, , , , ,39.6884,43.6617,42.3533,41.3754,41.5608,44.0617,43.2495,40.5092,41.5733,43.4306,41.6276,37.9891, , , , , , , , , ,-22.5051,-27.4858,-26.4649, , , , , , ,-1189185,-816305,30,303020,3030, , ,30.7724,55.4586, , ,53756052,16167539
MSBI US Equity,MIDLAND STATES BANCORP INC,0.55, ,0.29, ,0.43,0.51,0.51,0.72,0.54,0.21,0.1,0.1,0.08,0.53,0.35,0.68, , , , , , , ,15.3152,13.7895,13.776,13.8874,23.4563,23.6765,23.8632,18.4851,9.0543, , , , , , , ,5.7037,6.2432,4.2042,3.134,2.4816,1.7024,2.2386,2.6866,3.4967, , , , , , , , , , , , ,2.0267,3.5646,4.8064,7.4654, , , , , , , , , , , , , , , 
MCRN US Equity,MILACRON HOLDINGS CORP,-0.304,-0.51,-0.17,0.23,0.15,0.19,0.1,0.02,-0.36,0.15,0.18,0.05,0.09,0.21,0.21,0.08, , , , ,53.2157,21.3549,15.5136,18.559,21.9929,19.0478,16.1268,17.7159,15.9095,15.7589,17.7556,10.0456, , , , ,3.8519,5.4725,6.1119,4.817,0.8653,0.3363,0.5457,-0.2179,3.3192,4.0386,4.3176,4.8323, , , , ,-3.221,5.8984,9.8088, , ,-52.9991,-64.7168,-57.931,6.3575,7.307,7.5087,7.9236, , , , , , , , , , , , , , , 
HIE US Equity,MILLER/HOWARD HIGH INCOME EQ, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
MIME US Equity,MIMECAST LTD, , , , , , ,-0.03,-0.04,0,0.01,-0.06,-0.05,-0.03,-0.02,-0.05,-0.1125, , , , , , , , , , , , , , , , , , , ,-23.219, , , ,-6.801, ,-15.9353,-11.193,-9.9133,-10.7629,-10.1037,-8.5613,-8.1018, , , , , , , , ,-166.2505,-72.0097,-91.7261,-122.3572,-9.1983,-10.8638,-9.5874,-13.4862, , , , , , , , , , , , , , , 
NERV US Equity,MINERVA NEUROSCIENCES INC,-0.31,-0.27,-0.24,-0.3404,-0.29,-0.18,-0.24,-0.2693,-0.3,-0.27,-0.28,0,-0.32,-0.32,-0.31,-0.34, , , , , , , , , , , , , , , , ,-98.7766,-84.812,-39.5158,-36.8319,-35.2461,-25.8167,-30.0968,-29.487,-34.8395,-32.2311,-31.7063,-23.68,-28.4129,-34.0718,-31.9839,-43.9065,-110.6819,-96.9162,-43.5534,-50.7056,-41.0997,-29.205,-34.1428, , ,-14.4555,-18.5369,-18.485,-29.2618,-34.5448,-31.7885,-45.2276, , , , , , , , , , , , , , , 
MRGE US Equity,MIRAGE ENERGY CORP,0,0,0,-0.0001,0,-0.0003,0,-0.0002,-0.0003,0,0,-0.0041,0,0,0,-0.0013, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-703.2554,-692.089, , , , , ,-58.6552,-74.0238, , , , ,-11531000,-19720000,-31667000,-30714000,35,351010,3510,103.094,18.3719,33.8751,56.865, ,148442864,115678992,48672516
MGEN US Equity,MIRAGEN THERAPEUTICS INC,-6.75,-4.95,-5.85,-4.1918,-83.7,-88.2,-103.8,-9.9486,-0.6,-0.34,-0.27,-0.2846,-0.18,-0.29,-0.29,-0.33, , , , , , , , , , , , , , , , ,-112.6907,-87.9651,-98.9553,-125.2868,-103.0515,-134.222,-144.5798,-108.6228,-66.2935,-92.2921,-108.3896,-77.6993,-35.8407,-41.7879,-51.1021,-66.1562, ,-99.2983,-110.6003,-138.1379,-114.7524,-153.084,-165.3329, , , , , ,-40.0878,-46.9603,-57.7154,-72.7914,-35521000,-35920000,-58725000,-51116000,35,352020,3520,18.7823,30.5996,52.8296,50.8851,231910128,209451712,131979000,165242000
MOBL US Equity,MOBILEIRON INC,-0.27,-0.32,-0.3,-0.18,-0.23,-0.27,-0.17,-0.12,-0.15,-0.2,-0.15,-0.08,-0.17,-0.12,-0.07,-0.07, , , , , , , , , , , , , , , , ,-89.7758,-68.0486,-85.1127,-91.4304,-96.424,-116.776,-120.5437,-122.2979,-114.8515,-141.7778,-166.9671,-106.5508,-114.1156,-118.0399,-105.7709,-76.6109, , ,-85.7001,-92.2126,-97.0403,-117.767,-121.614, , , , , ,-113.2947,-117.9811,-105.6649,-75.8061,17732000,31645000,50650000,76651000,25,255030,2550,54.5501,40.4603,37.3411,23.2843, ,1314135296,1782924416,3332392448
MC US Equity,MOELIS & CO - CLASS A,0.27,0.36,0.5,0.55,0.34,0.33,0.45,0.71,0.58,0.7,0.59,-0.72,0.92,0.85,0.72,0.82, ,18.837,15.9126,13.8999,13.0737,10.739,13.7262,21.5924,22.3837,19.425,20.5981,22.7576,21.0024,22.8108,20.2876,12.2786,78.899,202.0349,142.5478,220.7577,578.0043,272.4843,160.253,156.2487,757.8621,493.6017,885.7839,104.3027, ,599.8479, ,500.1919,3.4701,27.5953,27.7815,23.9516,24.8903,21.6841,19.2057, , , ,10.1338,12.6762,15.9225,19.3625,21.7018,38.5789,101058000,122966000,205939008,257338000,40,402010,4020,55.7838,75.228,73.2887,73.8036,721620160,331534432,423738272,444714496
MOGO CN Equity,MOGO FINANCE TECHNOLOGY INC,-0.185,-0.258,-0.375,-0.43,-0.311,-0.253,-0.196,-0.18,-0.25,-0.292,-0.203,-0.33,-0.174,-0.266,-0.307,-0.221, , , , , , , , , , , , , , , , , , , , ,-19.2246,-14.2691,-10.3244,-7.5277,-6.8299,-6.3799,-6.3532,-6.8779,-7.1837,-7.326,-8.9903,-7.3278, , , , , ,-104.7817,-115.7841, , , ,-186.171, ,-470.1483, , , , , , , , , , , , , , , , , , 
MBRX US Equity,MOLECULIN BIOTECH INC, , , , ,-0.05,-0.11,-0.12,-0.0961,-0.02,-0.19,-0.14,-0.1497,-0.08,-0.2,-0.08,-0.1012, , , , , , , , , , , , , , , , , , , , , , , ,-52.1087,-57.9417,-31.1779,-39.1994,-55.946,-36.352,-76.1073,-80.9739,-91.0775, , , , , , , , , , , , ,-39.8136,-72.7656,-73.0301,-75.6674, , , , , , , , , , , , , , , 
MMEG US Equity,MOMENTOUS ENTERTAINMENT GROU,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-59.2487,-61.1998, , , , , ,-33759,-57349,-37892, , , ,54.2381, , ,59.9144, , , ,1547325
MOMO US Equity,MOMO INC-SPON ADR,0.2494,0,0,0.2557,0.2616,0.5227,1.3332,3.0073,2.8915,2.0562,2.6662,3.3033,4.1982,3.7028,2.8619,3.2, , , ,200.2499,141.0165,62.9076,62.3761,24.8185,30.9482,27.6719,20.6776,15.7272,21.0928,21.5266,21.4691,12.1688, , , ,1.2478,1.1397,4.0585,11.506,25.2391,34.5123,38.9378,39.8995,35.2048,35.1274,30.684,25.3421,22.8836, , , ,3.0144,3.0159,5.7965,13.4005, , ,-27.7015,-23.5162,-4.5064,37.9772,38.1455,35.9271,31.7533, , , , ,35,351030,3510, , , , , , , , 
MR US Equity,MONTAGE RESOURCES CORP,-2.55,-2.85,-5.55,-54.9,-3,-4.95,-1.5,-3.5797,1.5,0.6,-0.9,-0.7495,-0.15,-0.9,0.15,1.81, , , , , , , , , , , , , , ,23.4022,9.0499,-12.2375,-6.4849,-8.3884,-66.5917,-61.0959,-65.1815,-60.584,-11.2808,-5.6766,-0.6032,0.7988,0.5272,0.1987,0.0946,2.5774,5.0032,-17.6577,-9.427,-14.5522,-109.5617,-91.9701,-100.1324,-93.8378, , , ,-100.0155,-35.5037,-3.3666,-8.2984,-4.9965,2.9886,-5253000,-3354000,-1173000,695000,50,501010,5010,136.7938,43.961,45.7035,49.52, ,114861336,173657104,195775008
MY CN Equity,MONTEGO RESOURCES INC,-0.1,-0.1,-0.2,0,0,0,-0.1,-0.0335,-0.4,-0.06,-0.01,-0.0436,-0.05,-0.04,-0.02,-0.012, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-135.8529,-124.3199,-93.9399,-97.6313, , , , ,-285.197, ,-101.5672, , , , , ,-147.3595,-177.5396,-120.4023,-128.1455,-14463300,-17374152,-14580830,-11221764,35,352010,3520,45.5701,64.7433,78.8366,63.0323,23840600,29099910,10579044,11239436
MNMT US Equity,MOTIVATING THE MASSES INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5.1633,2.5012, , , , , ,-24185,-8635,-281810, , , , ,19.456,39.5749,282.4302, , ,79946192,161361024
MNTM US Equity,MOUNT TAM BIOTECHNOLOGIES IN, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,94953000,89654000,83655000,68533000,40,401010,4010,86.9615,88.2534,86.3298,85.5058,1201532032,1030027456,980483840,706422720
MOXC US Equity,MOXIAN INC,0,-0.02,-0.04,-0.0206,-0.02,-0.04,-0.08,-0.0692,-0.04,-0.09,-0.03,-0.0422,-0.03,-0.03,-0.03,-0.0429, , , , , , , , , , , , , , , , , , , , , ,-949.0084, ,-491.3982,-320.4831,-336.7388,-713.7736, ,-599.1053,-3107.9766, , , , , , , , , , , , , , , , , , , ,-562233,-586604, ,35,352010,3520, ,3.6375,4.7248, , ,93547352,99733408, 
MPVR US Equity,MP VENTURES INC,0.001,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
MTBC US Equity,MTBC INC,-0.12,-0.15,-0.13,-0.1035,-0.21,-0.15,-0.17,-0.4204,-0.29,-0.2,-0.14,-0.0806,-0.06,-0.09,-0.25,-0.1961, , , , , , , , , , , , , , , , ,-62.2802,-85.5035,-32.4321,-26.8563,-31.736,-31.8207,-34.8303,-47.6561,-57.4586,-49.983,-47.7725,-26.4805,-13.2615,-2.9888,-7.5805,-7.8024, , ,-29.811,-33.5091,-58.3388,-67.8021,-88.6498, , , , , , , , , , , , , , , , , , , , , , , , 
MYDX US Equity,MYDX INC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,180732688,149260848,80356264,5828000,15,151010,1510,94.8805,94.7043,91.4566,87.5182,751402368,1118185984,1518596864,1504627584
MYOK US Equity,MYOKARDIA INC, , ,-10.2165,-0.48,-0.32,-0.37,-0.35,0.46,-0.47,-0.5,-0.5,-0.2834,-0.5,-0.49,-0.39,-0.3903, , , , , , , , , , , , , , , , , , , , , ,-49.2157,-61.768,-11.0989,-17.8608,-25.4756,-21.1755,-30.8962,-34.9721,-25.5178,-20.9227,-24.0837, , , , , , , , , , , , ,-34.0889,-24.6544,-19.8335,-22.5193, , , , ,15,151040,1510, , , , , , , , 
MYOV US Equity,MYOVANT SCIENCES LTD, , , , , , , , , ,-1.4536,-0.15,-0.4407,-0.39,-0.5,-0.7,-0.8076, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-102.4971,-207.391,-321.1782,-114.3947, , , , , , , , ,35.6101,64.7498,69.0345, , , , ,-140.0993,-51915000,-96851000,-76566000,-38930000,35,352020,3520,5.9556,7.6027,8.6356,24.0542,675168640,481059904,169600928,56768012
NINK US Equity,NAMI CORP, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2317227,2338298,2866313,3285954,40,401020,4010,85.6194,77.4348,79.6786,81.9611,29085936,44140028,49844020,44774432
NH US Equity,NANTHEALTH INC, , , , , ,-0.52,-0.3,-0.49,-0.34,-0.58,-0.37,-0.2,-0.2,-0.21,-0.89,-0.45, , , , , , , , , , , , , , , , , , , , , , , , , ,-19.1101,-20.2756,-17.7738,-17.6646,-16.047,-23.3753,-25.8044, , , , , , , , ,-62.5491,-75.735,-87.4531,-94.3729,-57.8159,-48.9342,-126.6931,-195.9405, , , , , , , , , , , , , , , 
NK US Equity,NANTKWEST INC,-0.54,-1.99,-0.55,-0.94,-0.38,-0.41,-0.39,-0.2951,-0.3,-0.29,-0.3,-0.3087,-0.35,-0.35,-0.3,-0.219, , , , , , , , , , , , , , , , , , , ,-137.4884,-141.6087,-82.4262,-52.4609,-37.7803,-37.4837,-36.4891,-35.5993,-38.0942,-42.1169,-48.4488,-52.5095,-53.3942, , , ,-136.9543,-140.5548,-81.143,-51.4652, , , , , ,-41.5379,-47.7302,-51.7136,-52.7483,233900000,227700000,178500000,132000000,60,601010,6010,68.2191,67.0189,67.7906,70.0864,3003808000,3432059904,3215520000,2540423936
NTRA US Equity,NATERA INC,-1.89,-3.58,-0.39,-0.47,-0.17,-0.46,-0.5,-0.7233,-0.6346,-0.55,-0.52,-0.8751,-0.61,-0.62,-0.49,-0.5124, , , , , , , , , , , , , , , , , , , ,-39.1383,-41.5162,-49.7175,-37.1313,-49.9343,-69.3216,-80.3471,-73.5856,-88.4921,-108.1122,-129.6395,-79.7391,-76.4295, , , , , , ,-46.6648, , , , , , , ,-330.8858,-445.1414,13313000,-1206000,11550000,9664000,25,253010,2530,64.5494,62.9404,64.0837,59.8649,195599776,71554192,91306464,80614440
META CN Equity,NATIONAL ACCESS CANNABIS COR, , , , ,-0.0141,-0.0008,-0.0017,-0.005,-0.0158,-0.0083, ,-0.07,-0.01, , ,-0.03, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-124828000,15597000,103677000, ,60,601010,6010,39.4825,44.8984,43.6838,44.1334,3839229696,3677945600,3810768384,2928184320
NAEX US Equity,NATIONAL ART EXCHANGE INC,0,0,0,0,0, , , ,0,0,0,-0.0381,0,-0.01, , , , , , , , , , , , , , , , , , , , , ,-1549.3165, , , , , , , , ,-289.2427,-1296.2762, , , , , , , , , , , , , , ,-289.2416,-1296.2598, , , , , , ,35,352020,3520,56.1671, , , ,70702232, , , 
NSA US Equity,NATIONAL STORAGE AFFILIATES, ,0.2232,0.19,0.2,0.1,0.32,0,0.2196,0.01,0.05,0.03,-0.08,0.16,0.07,0.03,-0.16, , , , ,80.5205,79.5112,90.317,89.438,127.9697,842.0477,450.8845, , ,310.457,247.0934,1184.1575, , , , , ,3.9883,4.0538,3.8188,3.9292,3.8856,3.8094,3.6305,3.8316,3.9617,3.9798,4.0245, , , , , ,7.6351,4.1796, , , , , ,1.2871,1.4565,1.4058,0.5321,-303822016,-1657175040,-2645495040,-799128000,10,101020,1010,36.6636,38.298,33.1221,32.7069,3113782528,7315795456,9255599104,5061713408
NMRD US Equity,NEMAURA MEDICAL INC,-0.0013,0,0, ,-0.002,-0.002,-0.0016,-0.002,-0.0024,-0.0016,-0.0018,-0.0018,-0.002,-0.0019,-0.0038,-0.008, , , , , , , , , , , , , , , , , , , , , , , , ,-61.2817,-65.9066,-23.5195,-23.7828,-24.8995,-27.6669,-32.8382,-39.6734, , , , , , , , , , , , ,-24.7946,-26.9368,-31.8949,-38.4164,1387000,175852000,200912992,16195000,25,255040,2550,72.269,70.0414,71.8539,71.2556,1539625600,1697125632,1344502400,934356864
NLC CN Equity,NEO LITHIUM CORP,0,-0.022,0,0,0,0,-0.022, ,-0.05,-0.03,-0.02,-0.0215,-0.01,0,-0.02, , , , , , , , , , , , , , , , , , , , , , , ,-8.6116, , , , , ,-14.6262,-15.2613,-17.0966, , , , ,-27.769,-25.1853,-4.0336,-7.8464, , , , , ,-14.2325,-11.3754,-13.8065, ,26423000,55013000,70760000,124911000,45,451030,4510,88.7853,89.1966,81.8567,78.0046,2149420800,2607988224,4642156032,7013567488
NEOS US Equity,NEOS THERAPEUTICS INC,-8.568,-7.76,-0.77, ,-0.79,-1.65,-1.61,-1.14,-0.88,-0.82,-0.58,-0.49,-0.5,-0.52,-0.43,-0.23, , , , , , , , , , , , , , , , , , , , , , , , ,-90.2386,-76.3373,-80.4088,-91.5764,-83.3455,-79.4138,-85.1896,-69.365, , , , , , , , , , , , , , , ,-656.816,-2130000,8519000,27001000,60552000,45,451030,4510,85.0697,91.402,87.0224,85.8832,1817702528,2208902400,2337522944,3105335808
NGLD US Equity,NEVADA CANYON GOLD CORP,0,0,0,-0.0002,0,0,0,-0.0001,0,0,0.05,-0.0233,-0.01,0,0,-0.0058, , , , , , , , , , ,2.8049,3.7385,5.9705, , , , , , , , ,-92.3024,-989.8474,-915.6801,-16952.707,-155.797,-9.8772,-303.1916,-729.2751,-843.4937,-101.9403,-151.3342, , , , , , , , , , , , , , ,-136.2937, ,2458000,3639000,1739000,4767000,40,401020,4010,89.0743,83.069,83.8715,83.9568,52986644,66352984,82572416,86537776
NVRO US Equity,NEVRO CORP,-0.57,-0.77,-0.7,-0.51,-0.33,-0.31,-0.14,-0.34,-0.5,-0.4,-0.21,-0.15,-0.59,-0.35,-0.37,-0.32, , , , , , , , , , , , , , , , ,-19.0363,-28.0901,-37.6117,-29.099,-28.6307,-14.7279,-10.2273,-8.4589,-9.9878,-9.2144,-9.7469,-8.4143,-9.2074,-8.6981,-9.8656,-11.059,-22.8197, , ,-33.1632,-32.3069,-20.362,-14.6906, , , , , ,-16.4335,-15.9851,-17.9756,-19.8947,76500000,-22139000,58021000,90790000,10,101020,1010,100.088,79.8416,77.5786,79.7993,734445952,759498240,877819840,911508096
NWBB US Equity,NEW BANCORP INC, , , , ,-0.4,-0.02,-0.29,-0.1156,-0.03,0.8365,0.45,-0.1194,0.37,0.23,0.15, , , , , , , , , , ,35.1507,14.0247,16.6437,13.2938,20.8979,31.6959, , , , , ,-2.1022,-2.9796,-3.3839,-2.1439,-1.3416,1.1184,3.436,2.9064,3.7665,2.2428,1.3243, , , , , ,-2.8092,-4.3916,-4.9911, , , , , ,6.2761,3.856,2.5431, ,-23057728,-32875372,-40885552,-33153292,35,352010,3520,8.662,19.5086,32.6596,17.6189,360135552,361481440,289244448,9909015
NWHM US Equity,NEW HOME CO INC/THE,0.28,0.03,0.27,0.7,-0.04,0.12,0.27,0.67,0.04,0.07,0.21,0.5,-0.03,0.01,0.12,-0.8,33.2292,30.2281,14.3889,10.2047,12.7476,9.0706,10.145,11.5484,9.6556,10.6202,10.9643,11.9494,11.5519,12.2877,11.1353, ,0.7282,0.4818,1.4915,4.6471,2.5057,2.6342,3.5744,5.0344,3.9361,3.6973,3.4587,3.5995,2.8596,2.4109,2.0502,0.294,5.2715,6.2633,9.7834,11.7593,8.7397,9.722,9.9862, , , , , ,6.2008,5.6328,4.8557,-5.6419,-2092437,-28870588,-28144000,-22936000,50,501010,5010,5.9791,4.329,7.1654,8.1106, , , ,432456352
NEWR US Equity,NEW RELIC INC, , ,-0.7,-0.32,-0.32,-0.31,-0.37,-0.39,-0.36,-0.28,-0.27,-0.28,-0.3,-0.27,-0.14,-0.13, , , , , , , , , , , , , , , , , , , ,-40.5101, ,-38.0885,-29.5944,-33.1389,-35.9028,-35.5903,-33.7221,-32.1861,-31.4104,-31.1759,-27.9642,-23.2552, , , , , , ,-29.6169, , , , , ,-31.1388,-30.8224,-27.4725,-22.5502,-5353000,-3572000,1168000,-31280000,25,253010,2530,66.6979,77.1839,71.6321,71.7118,93542256,44883504,78301440,65018160
NEP US Equity,NEXTERA ENERGY PARTNERS LP,0.08,0.199,0.05,0.1007,0.14,0.19,0.62,0.7919,0.22,0.24,0.01,-1.67,1.35,1.53,0.6,-0.39, , , ,93.102,71.4368,278.3555, ,6.9745,8.8537,9.1234,8.1611, , , , ,63.1283,5.6981,4.8964,4.1265,3.9143,4.6693,5.2152,5.3426,4.5237,4.9126,4.7469,4.1583,2.0269,0.8438,4.0643,3.9787,4.8437,0.0747,-3.1834,-2.8277,1.3541,1.4349,1.7276,3.3179, , , , , ,-0.2328,3.7747,5.5258,9.7093, , , , , , , , , , , , , , , 
NGTF US Equity,NIGHTFOOD HOLDINGS INC,0,0,0,-0.01,-0.01,0,-0.01,-0.0071,0,-0.003,-0.01,-0.0167,-0.03,-0.04,-0.04,-0.0406, , , , , , , , , , , , , , , , , , , ,-1990.1619, , , , , , , , , , , , , , , , , , , , , , ,-595.1116,-909.8967, , , , ,-27753000,-26442000,159000,19205000,35,351010,3510,11.8727,13.5301,15.9984,17.9786,1608803840,1984743168,3169772288,4208242944
NMTT US Equity,NIMTECH CORP, , ,0, ,0,-0.0022,0,-0.0038, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-24.1486,-31.5627,-104.8669, , , , , ,19709000,23542000,30075000,48942000,40,401010,4010,86.5417,86.2833,87.8778,86.716,302330720,478454592,560907456,564673984
JMKJ US Equity,NINE ALLIANCE SCIENCE & TECH,0.0013,0.0014,-0.0021,-0.0081,-0.0007,-0.0003,-0.0021,0.0001,-0.0002,-0.07,-0.002, , , , , , , , , , , , , , , , , , , , , , , , ,-295.9094,-301.8332,-288.035,-457.4539,-120.5926,-122.5046, , , , , , , , , , ,-326.0527,-359.9846,-364.8298,-565.2361, , , , , , , , , ,28800000,116100000,61500000,226900000,30,301010,3010,85.2989,76.7668,75.671,71.6239, ,2689342720,2762084096,3787440128
NBLX US Equity,NOBLE MIDSTREAM PARTNERS LP, , , , , , ,0.1,0.8,0.77,0.98,1.15,1.1604,0.97,0.9,1.09,1.004, , , , , , , , , ,17.1321,14.0189,12.3155,10.6485,11.8194,8.3005,7.0175, , , , , , , , , , ,34.4055,30.2989,17.6618,15.2677,14.5707,14.2095, , , , , , , , , , , , ,39.4992,41.1915,38.8907,29.9687, , , , ,50,502010,5020, , , , , , , , 
NLRT US Equity,NOGALES RESOURCES CORP,-0.01,-0.01,-0.01,-0.004,-0.01,0,0,-0.0071,-0.01,0,0,-0.0122,0.03,0,-0.01,-0.0051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-88.6794,-59.0953,-43.3048,-63.7907, , , , , , , , , , , , , , , , , , , 
NTOX US Equity,NOTOX TECHNOLOGIES CORP,-0.0223,-0.0108,-0.0214,-0.0201,-0.0198,-0.0222,-0.0223,-0.0057,0,-0.0028,-0.0036,-0.045,0,-0.0015,-0.0014,-0.0031, , , , , , , , , , , , , , , , , , , , ,-20.5289,-24.0293,-27.1908, ,-33.0778,-32.2326,-37.4762, ,-401.5644,-331.9227,-428.0475, , , , , ,-20.6163,-24.2082,-27.3606, , , , , , , , , , , , , , , , , , , , , , , , 
NLH CN Equity,NOVA LEAP HEALTH CORP, , , , , , , , ,-0.01,-0.01,-0.01,-0.0089,-0.01,-0.01,-0.01,0.0005, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-34.6183,-19.3103,-14.3095,-11.1376, , , , , , , , , , , , ,-65.267,-37.2664,-32.8261,-22.394,-23976,-351681,-125619,-49999, , , ,100.4857, ,1186.3549,732.8799, ,778278.25,5606637.5,19714996
NOVN US Equity,NOVAN INC, , , , , , ,-5.76,-0.82,-0.71,-0.62,-0.46,-0.4943,-0.21,-0.29,-0.27,0.2744, , , , , , , , , , , , , , , , , , , , , , , , , ,-371.2346,-169.2354,-243.6358,-201.77,-381.3302,-2139.1619, , , , , , , , , , , , , ,-188.6581,-348.3378, , ,22760000,-25142000,-23752000,-40900000,35,352010,3520,45.9497,22.2814,27.2424,24.7804,288657184,212505568,62638424,100381584
NVCR US Equity,NOVOCURE LTD, , ,-2.09,-0.393,-0.42,-0.48,-0.39,-0.2554,-0.21,-0.24,-0.13,-0.1224,-0.23,-0.17,-0.13,-0.1679, , , , , , , , , , , , , , , , , , , , , , ,-69.2201, ,-45.741,-40.9964,-28.0462, ,-23.3579,-20.8722,-20.7876,-21.9525, , , , , , ,-102.055, , , , , ,-54.7541,-51.1066,-50.8356,-56.291,-6094000,-9982000, , ,35,352010,3520,692.1564,43.4764, , , ,18120010, , 
